method,score,calls
cross-encoder,-9.976380348205566,1
cross-encoder,-9.975252151489258,1
cross-encoder,-9.975217819213867,1
cross-encoder,-9.973867416381836,1
cross-encoder,-9.97298812866211,1
cross-encoder,-9.972277641296387,1
cross-encoder,-9.97141170501709,1
cross-encoder,-9.97110652923584,1
cross-encoder,-9.970820426940918,1
cross-encoder,-9.968832969665527,1
cross-encoder,-9.968074798583984,1
cross-encoder,-9.96731948852539,1
cross-encoder,-9.967071533203125,1
cross-encoder,-9.966925621032715,1
cross-encoder,-9.965658187866211,1
cross-encoder,-9.965070724487305,1
cross-encoder,-9.964162826538086,1
cross-encoder,-9.963475227355957,1
cross-encoder,-9.960943222045898,1
cross-encoder,-9.960762023925781,1
cross-encoder,-9.960545539855957,1
cross-encoder,-9.959756851196289,1
cross-encoder,-9.959678649902344,1
cross-encoder,-9.959513664245605,1
cross-encoder,-9.958663940429688,1
cross-encoder,-9.958385467529297,1
cross-encoder,-9.957586288452148,1
cross-encoder,-9.95541000366211,1
cross-encoder,-9.95506477355957,1
cross-encoder,-9.954872131347656,1
cross-encoder,-9.954696655273438,1
cross-encoder,-9.9537992477417,1
cross-encoder,-9.952198028564453,1
cross-encoder,-9.952186584472656,1
cross-encoder,-9.95189380645752,1
cross-encoder,-9.951778411865234,1
cross-encoder,-9.950239181518555,1
cross-encoder,-9.950052261352539,1
cross-encoder,-9.949928283691406,1
cross-encoder,-9.948957443237305,1
cross-encoder,-9.948049545288086,1
cross-encoder,-9.947959899902344,1
cross-encoder,-9.946737289428711,1
cross-encoder,-9.946672439575195,1
cross-encoder,-9.946131706237793,1
cross-encoder,-9.945804595947266,1
cross-encoder,-9.943958282470703,1
cross-encoder,-9.942371368408203,1
cross-encoder,-9.937592506408691,1
cross-encoder,-9.935807228088379,1
cross-encoder,-9.934955596923828,1
cross-encoder,-9.93486213684082,1
cross-encoder,-9.934759140014648,1
cross-encoder,-9.933975219726562,1
cross-encoder,-9.93253231048584,1
cross-encoder,-9.931581497192383,1
cross-encoder,-9.929922103881836,1
cross-encoder,-9.929718017578125,1
cross-encoder,-9.929486274719238,1
cross-encoder,-9.928974151611328,1
cross-encoder,-9.928905487060547,1
cross-encoder,-9.928390502929688,1
cross-encoder,-9.928313255310059,1
cross-encoder,-9.928156852722168,1
cross-encoder,-9.926363945007324,1
cross-encoder,-9.925880432128906,1
cross-encoder,-9.925737380981445,1
cross-encoder,-9.925271987915039,1
cross-encoder,-9.925230026245117,1
cross-encoder,-9.92491340637207,1
cross-encoder,-9.924530982971191,1
cross-encoder,-9.92204475402832,1
cross-encoder,-9.92181396484375,1
cross-encoder,-9.921577453613281,1
cross-encoder,-9.920999526977539,1
cross-encoder,-9.91729736328125,1
cross-encoder,-9.916770935058594,1
cross-encoder,-9.916078567504883,1
cross-encoder,-9.913022994995117,1
cross-encoder,-9.912662506103516,1
cross-encoder,-9.912607192993164,1
cross-encoder,-9.91197395324707,1
cross-encoder,-9.911624908447266,1
cross-encoder,-9.911127090454102,1
cross-encoder,-9.910581588745117,1
cross-encoder,-9.910383224487305,1
cross-encoder,-9.910036087036133,1
cross-encoder,-9.909908294677734,1
cross-encoder,-9.905542373657227,1
cross-encoder,-9.90534782409668,1
cross-encoder,-9.904661178588867,1
cross-encoder,-9.904314994812012,1
cross-encoder,-9.899360656738281,1
cross-encoder,-9.898529052734375,1
cross-encoder,-9.898513793945312,1
cross-encoder,-9.89676570892334,1
cross-encoder,-9.89468765258789,1
cross-encoder,-9.88923454284668,1
cross-encoder,-9.889094352722168,1
cross-encoder,-9.88701343536377,1
cross-encoder,-9.886438369750977,1
cross-encoder,-9.885408401489258,1
cross-encoder,-9.884771347045898,1
cross-encoder,-9.884270668029785,1
cross-encoder,-9.883549690246582,1
cross-encoder,-9.88270378112793,1
cross-encoder,-9.8818359375,1
cross-encoder,-9.879995346069336,1
cross-encoder,-9.879236221313477,1
cross-encoder,-9.876906394958496,1
cross-encoder,-9.87567138671875,1
cross-encoder,-9.87453556060791,1
cross-encoder,-9.874467849731445,1
cross-encoder,-9.871954917907715,1
cross-encoder,-9.86844253540039,1
cross-encoder,-9.867713928222656,1
cross-encoder,-9.86763858795166,1
cross-encoder,-9.865285873413086,1
cross-encoder,-9.863805770874023,1
cross-encoder,-9.862958908081055,1
cross-encoder,-9.860862731933594,1
cross-encoder,-9.860740661621094,1
cross-encoder,-9.860517501831055,1
cross-encoder,-9.859859466552734,1
cross-encoder,-9.858343124389648,1
cross-encoder,-9.858095169067383,1
cross-encoder,-9.856035232543945,1
cross-encoder,-9.855668067932129,1
cross-encoder,-9.854561805725098,1
cross-encoder,-9.854408264160156,1
cross-encoder,-9.8539457321167,1
cross-encoder,-9.853755950927734,1
cross-encoder,-9.8532075881958,1
cross-encoder,-9.85165023803711,1
cross-encoder,-9.851569175720215,1
cross-encoder,-9.851505279541016,1
cross-encoder,-9.851438522338867,1
cross-encoder,-9.851404190063477,1
cross-encoder,-9.850746154785156,1
cross-encoder,-9.850561141967773,1
cross-encoder,-9.850536346435547,1
cross-encoder,-9.848731994628906,1
cross-encoder,-9.848681449890137,1
cross-encoder,-9.847646713256836,1
cross-encoder,-9.845102310180664,1
cross-encoder,-9.844598770141602,1
cross-encoder,-9.842292785644531,1
cross-encoder,-9.841463088989258,1
cross-encoder,-9.84133529663086,1
cross-encoder,-9.841064453125,1
cross-encoder,-9.840456008911133,1
cross-encoder,-9.838701248168945,1
cross-encoder,-9.83773422241211,1
cross-encoder,-9.836790084838867,1
cross-encoder,-9.835176467895508,1
cross-encoder,-9.832540512084961,1
cross-encoder,-9.832493782043457,1
cross-encoder,-9.832094192504883,1
cross-encoder,-9.831949234008789,1
cross-encoder,-9.830848693847656,1
cross-encoder,-9.83067512512207,1
cross-encoder,-9.830531120300293,1
cross-encoder,-9.82828140258789,1
cross-encoder,-9.828239440917969,1
cross-encoder,-9.827314376831055,1
cross-encoder,-9.82475471496582,1
cross-encoder,-9.823179244995117,1
cross-encoder,-9.821541786193848,1
cross-encoder,-9.821104049682617,1
cross-encoder,-9.82046890258789,1
cross-encoder,-9.819477081298828,1
cross-encoder,-9.817852020263672,1
cross-encoder,-9.815750122070312,1
cross-encoder,-9.815409660339355,1
cross-encoder,-9.814090728759766,1
cross-encoder,-9.81257438659668,1
cross-encoder,-9.811208724975586,1
cross-encoder,-9.810884475708008,1
cross-encoder,-9.810588836669922,1
cross-encoder,-9.808701515197754,1
cross-encoder,-9.80803108215332,1
cross-encoder,-9.805192947387695,1
cross-encoder,-9.805121421813965,1
cross-encoder,-9.804511070251465,1
cross-encoder,-9.803877830505371,1
cross-encoder,-9.80331039428711,1
cross-encoder,-9.803245544433594,1
cross-encoder,-9.803199768066406,1
cross-encoder,-9.801717758178711,1
cross-encoder,-9.800698280334473,1
cross-encoder,-9.800697326660156,1
cross-encoder,-9.800609588623047,1
cross-encoder,-9.799514770507812,1
cross-encoder,-9.797470092773438,1
cross-encoder,-9.79515552520752,1
cross-encoder,-9.794225692749023,1
cross-encoder,-9.792670249938965,1
cross-encoder,-9.791592597961426,1
cross-encoder,-9.790325164794922,1
cross-encoder,-9.788622856140137,1
cross-encoder,-9.78855037689209,1
cross-encoder,-9.788519859313965,1
cross-encoder,-9.788046836853027,1
cross-encoder,-9.787668228149414,1
cross-encoder,-9.787626266479492,1
cross-encoder,-9.784629821777344,1
cross-encoder,-9.780908584594727,1
cross-encoder,-9.780227661132812,1
cross-encoder,-9.779760360717773,1
cross-encoder,-9.779335021972656,1
cross-encoder,-9.779329299926758,1
cross-encoder,-9.774950981140137,1
cross-encoder,-9.774911880493164,1
cross-encoder,-9.772012710571289,1
cross-encoder,-9.77069091796875,1
cross-encoder,-9.769575119018555,1
cross-encoder,-9.769516944885254,1
cross-encoder,-9.769408226013184,1
cross-encoder,-9.769264221191406,1
cross-encoder,-9.769183158874512,1
cross-encoder,-9.768348693847656,1
cross-encoder,-9.767838478088379,1
cross-encoder,-9.766557693481445,1
cross-encoder,-9.76556396484375,1
cross-encoder,-9.760932922363281,1
cross-encoder,-9.760566711425781,1
cross-encoder,-9.76045036315918,1
cross-encoder,-9.76043701171875,1
cross-encoder,-9.759867668151855,1
cross-encoder,-9.759550094604492,1
cross-encoder,-9.755796432495117,1
cross-encoder,-9.754634857177734,1
cross-encoder,-9.751056671142578,1
cross-encoder,-9.749130249023438,1
cross-encoder,-9.748371124267578,1
cross-encoder,-9.74806022644043,1
cross-encoder,-9.742534637451172,1
cross-encoder,-9.74116039276123,1
cross-encoder,-9.741029739379883,1
cross-encoder,-9.740657806396484,1
cross-encoder,-9.739253997802734,1
cross-encoder,-9.739057540893555,1
cross-encoder,-9.7384033203125,1
cross-encoder,-9.737972259521484,1
cross-encoder,-9.737309455871582,1
cross-encoder,-9.737010955810547,1
cross-encoder,-9.734643936157227,1
cross-encoder,-9.733976364135742,1
cross-encoder,-9.733057975769043,1
cross-encoder,-9.732786178588867,1
cross-encoder,-9.731630325317383,1
cross-encoder,-9.730173110961914,1
cross-encoder,-9.729013442993164,1
cross-encoder,-9.728962898254395,1
cross-encoder,-9.727341651916504,2
cross-encoder,-9.726404190063477,1
cross-encoder,-9.72189712524414,1
cross-encoder,-9.721824645996094,1
cross-encoder,-9.719869613647461,1
cross-encoder,-9.714920997619629,1
cross-encoder,-9.714395523071289,1
cross-encoder,-9.71259593963623,1
cross-encoder,-9.711064338684082,1
cross-encoder,-9.709782600402832,1
cross-encoder,-9.709757804870605,1
cross-encoder,-9.70754623413086,1
cross-encoder,-9.705629348754883,1
cross-encoder,-9.705591201782227,1
cross-encoder,-9.70543098449707,1
cross-encoder,-9.704005241394043,1
cross-encoder,-9.70065689086914,1
cross-encoder,-9.699590682983398,1
cross-encoder,-9.699077606201172,1
cross-encoder,-9.698928833007812,1
cross-encoder,-9.69817066192627,1
cross-encoder,-9.696687698364258,1
cross-encoder,-9.695591926574707,1
cross-encoder,-9.693387985229492,1
cross-encoder,-9.690712928771973,1
cross-encoder,-9.690689086914062,1
cross-encoder,-9.689727783203125,1
cross-encoder,-9.689284324645996,1
cross-encoder,-9.68770980834961,1
cross-encoder,-9.687173843383789,1
cross-encoder,-9.683768272399902,1
cross-encoder,-9.682489395141602,1
cross-encoder,-9.682214736938477,1
cross-encoder,-9.681340217590332,1
cross-encoder,-9.677530288696289,1
cross-encoder,-9.676985740661621,1
cross-encoder,-9.676648139953613,1
cross-encoder,-9.676261901855469,2
cross-encoder,-9.675969123840332,1
cross-encoder,-9.675809860229492,2
cross-encoder,-9.675315856933594,1
cross-encoder,-9.672638893127441,1
cross-encoder,-9.67131233215332,1
cross-encoder,-9.669681549072266,1
cross-encoder,-9.66938304901123,1
cross-encoder,-9.667896270751953,1
cross-encoder,-9.666627883911133,1
cross-encoder,-9.665790557861328,1
cross-encoder,-9.663459777832031,2
cross-encoder,-9.661413192749023,1
cross-encoder,-9.661195755004883,1
cross-encoder,-9.65974235534668,1
cross-encoder,-9.659330368041992,1
cross-encoder,-9.657980918884277,1
cross-encoder,-9.657827377319336,1
cross-encoder,-9.656732559204102,1
cross-encoder,-9.656438827514648,1
cross-encoder,-9.655394554138184,1
cross-encoder,-9.654020309448242,1
cross-encoder,-9.653656005859375,1
cross-encoder,-9.653499603271484,1
cross-encoder,-9.651747703552246,1
cross-encoder,-9.651461601257324,1
cross-encoder,-9.649927139282227,1
cross-encoder,-9.646390914916992,1
cross-encoder,-9.644761085510254,1
cross-encoder,-9.644341468811035,1
cross-encoder,-9.644089698791504,1
cross-encoder,-9.641383171081543,1
cross-encoder,-9.641166687011719,1
cross-encoder,-9.640824317932129,2
cross-encoder,-9.640050888061523,1
cross-encoder,-9.638179779052734,1
cross-encoder,-9.637121200561523,1
cross-encoder,-9.63667106628418,1
cross-encoder,-9.632600784301758,1
cross-encoder,-9.631360054016113,1
cross-encoder,-9.629676818847656,1
cross-encoder,-9.628560066223145,1
cross-encoder,-9.62849235534668,1
cross-encoder,-9.628134727478027,1
cross-encoder,-9.624961853027344,1
cross-encoder,-9.624526977539062,1
cross-encoder,-9.62409782409668,1
cross-encoder,-9.624069213867188,1
cross-encoder,-9.621943473815918,1
cross-encoder,-9.621782302856445,1
cross-encoder,-9.620576858520508,1
cross-encoder,-9.619720458984375,1
cross-encoder,-9.619669914245605,1
cross-encoder,-9.619647026062012,1
cross-encoder,-9.619463920593262,1
cross-encoder,-9.615793228149414,1
cross-encoder,-9.614787101745605,1
cross-encoder,-9.610267639160156,1
cross-encoder,-9.608654022216797,1
cross-encoder,-9.607999801635742,1
cross-encoder,-9.606407165527344,1
cross-encoder,-9.60572624206543,1
cross-encoder,-9.605368614196777,1
cross-encoder,-9.604781150817871,1
cross-encoder,-9.60385513305664,1
cross-encoder,-9.601889610290527,1
cross-encoder,-9.601150512695312,1
cross-encoder,-9.5999755859375,1
cross-encoder,-9.599651336669922,1
cross-encoder,-9.599260330200195,1
cross-encoder,-9.598153114318848,1
cross-encoder,-9.598067283630371,1
cross-encoder,-9.596572875976562,1
cross-encoder,-9.594032287597656,1
cross-encoder,-9.59395980834961,1
cross-encoder,-9.593652725219727,1
cross-encoder,-9.591472625732422,1
cross-encoder,-9.590900421142578,1
cross-encoder,-9.590084075927734,1
cross-encoder,-9.588888168334961,1
cross-encoder,-9.58487319946289,1
cross-encoder,-9.583791732788086,1
cross-encoder,-9.581265449523926,1
cross-encoder,-9.580857276916504,1
cross-encoder,-9.580824851989746,1
cross-encoder,-9.58002758026123,1
cross-encoder,-9.579351425170898,1
cross-encoder,-9.57845687866211,1
cross-encoder,-9.578080177307129,1
cross-encoder,-9.578018188476562,2
cross-encoder,-9.577516555786133,1
cross-encoder,-9.576959609985352,1
cross-encoder,-9.575119018554688,1
cross-encoder,-9.571426391601562,1
cross-encoder,-9.570619583129883,1
cross-encoder,-9.57014274597168,1
cross-encoder,-9.57003116607666,1
cross-encoder,-9.568702697753906,1
cross-encoder,-9.568531036376953,1
cross-encoder,-9.568169593811035,1
cross-encoder,-9.56740951538086,1
cross-encoder,-9.56690502166748,1
cross-encoder,-9.564789772033691,1
cross-encoder,-9.563079833984375,1
cross-encoder,-9.560892105102539,1
cross-encoder,-9.560872077941895,1
cross-encoder,-9.559185028076172,1
cross-encoder,-9.558479309082031,1
cross-encoder,-9.557036399841309,1
cross-encoder,-9.553657531738281,1
cross-encoder,-9.55301284790039,1
cross-encoder,-9.550046920776367,1
cross-encoder,-9.549997329711914,1
cross-encoder,-9.548266410827637,1
cross-encoder,-9.547995567321777,1
cross-encoder,-9.547264099121094,1
cross-encoder,-9.545976638793945,1
cross-encoder,-9.540654182434082,1
cross-encoder,-9.5401029586792,1
cross-encoder,-9.538692474365234,1
cross-encoder,-9.537439346313477,1
cross-encoder,-9.536942481994629,1
cross-encoder,-9.53318977355957,1
cross-encoder,-9.532478332519531,1
cross-encoder,-9.529631614685059,1
cross-encoder,-9.525934219360352,1
cross-encoder,-9.525823593139648,1
cross-encoder,-9.52385425567627,1
cross-encoder,-9.523747444152832,1
cross-encoder,-9.521671295166016,1
cross-encoder,-9.519169807434082,1
cross-encoder,-9.518808364868164,1
cross-encoder,-9.518305778503418,1
cross-encoder,-9.514957427978516,1
cross-encoder,-9.513937950134277,1
cross-encoder,-9.51369857788086,1
cross-encoder,-9.513626098632812,1
cross-encoder,-9.513318061828613,1
cross-encoder,-9.507946014404297,1
cross-encoder,-9.507582664489746,1
cross-encoder,-9.507345199584961,1
cross-encoder,-9.50702953338623,1
cross-encoder,-9.506852149963379,1
cross-encoder,-9.506610870361328,1
cross-encoder,-9.498208045959473,1
cross-encoder,-9.497867584228516,1
cross-encoder,-9.493505477905273,1
cross-encoder,-9.490636825561523,1
cross-encoder,-9.489919662475586,1
cross-encoder,-9.488967895507812,1
cross-encoder,-9.488351821899414,1
cross-encoder,-9.486711502075195,1
cross-encoder,-9.486271858215332,1
cross-encoder,-9.483333587646484,1
cross-encoder,-9.483129501342773,1
cross-encoder,-9.48300838470459,2
cross-encoder,-9.48224925994873,1
cross-encoder,-9.475646018981934,1
cross-encoder,-9.473758697509766,1
cross-encoder,-9.473474502563477,1
cross-encoder,-9.47254467010498,1
cross-encoder,-9.471939086914062,1
cross-encoder,-9.467686653137207,1
cross-encoder,-9.466798782348633,1
cross-encoder,-9.463808059692383,1
cross-encoder,-9.463152885437012,1
cross-encoder,-9.462019920349121,1
cross-encoder,-9.460638999938965,1
cross-encoder,-9.460494995117188,1
cross-encoder,-9.458822250366211,1
cross-encoder,-9.455842971801758,1
cross-encoder,-9.455466270446777,1
cross-encoder,-9.454614639282227,1
cross-encoder,-9.452146530151367,1
cross-encoder,-9.450577735900879,1
cross-encoder,-9.448722839355469,1
cross-encoder,-9.448041915893555,1
cross-encoder,-9.447279930114746,1
cross-encoder,-9.447237014770508,1
cross-encoder,-9.447100639343262,1
cross-encoder,-9.446866035461426,1
cross-encoder,-9.446573257446289,1
cross-encoder,-9.442691802978516,1
cross-encoder,-9.442258834838867,1
cross-encoder,-9.441946029663086,1
cross-encoder,-9.440662384033203,1
cross-encoder,-9.438448905944824,1
cross-encoder,-9.43696403503418,1
cross-encoder,-9.436441421508789,1
cross-encoder,-9.430870056152344,1
cross-encoder,-9.430157661437988,1
cross-encoder,-9.429901123046875,1
cross-encoder,-9.429607391357422,1
cross-encoder,-9.428400039672852,1
cross-encoder,-9.428153038024902,1
cross-encoder,-9.427312850952148,1
cross-encoder,-9.425676345825195,1
cross-encoder,-9.425529479980469,1
cross-encoder,-9.42538070678711,1
cross-encoder,-9.425251007080078,1
cross-encoder,-9.424633026123047,1
cross-encoder,-9.423580169677734,1
cross-encoder,-9.421876907348633,1
cross-encoder,-9.418493270874023,1
